6902
17-15-320-018-000,"7621 LEXINGTON AVE, LINCOLN, NE  68505",2016023082,130000,2016-06-14T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84232&PropertyOwnerID=592105&NodeID=11,5001
17-15-324-002-000,"7641 AYLESWORTH AVE, LINCOLN, NE  68505",2016001642,123000,2016-01-13T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84244&PropertyOwnerID=570235&NodeID=11,5002
17-15-325-006-000,"7611 FAIRFAX AVE, LINCOLN, NE  68505",2016022639,123000,2016-06-03T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84262&PropertyOwnerID=576489&NodeID=11,5003
17-14-117-005-000,"2356 CEDAR COVE RD, LINCOLN, NE  68507",2016018710,150000,2016-05-06T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=142086&PropertyOwnerID=575376&NodeID=11,5004
17-15-335-002-000,"7130 GARLAND ST, LINCOLN, NE  68505",2016023373,117530,2016-06-06T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84281&PropertyOwnerID=576647&NodeID=11,5005
17-15-336-009-000,"7011 GARLAND ST, LINCOLN, NE  68505",2016023589,108000,2016-05-10T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84296&PropertyOwnerID=589613&NodeID=11,5006
17-15-338-003-000,"2221 AMMON AVE, LINCOLN, NE  68505",2016025339,139900,2016-06-20T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84307&PropertyOwnerID=577116&NodeID=11,5007
17-15-345-008-000,"2130 AMMON AVE, LINCOLN, NE  68505",2016013590,152000,2016-03-31T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84340&PropertyOwnerID=587321&NodeID=11,5008
17-15-346-005-000,"7420 GLENVIEW DR, LINCOLN, NE  68505",2016018943,167000,2016-05-17T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84346&PropertyOwnerID=575482&NodeID=11,5009
17-15-349-003-000,"7521 COLBY ST, LINCOLN, NE  68505",2016012689,152500,2016-04-06T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84371&PropertyOwnerID=573421&NodeID=11,5010
17-15-354-006-000,"7105 FRANCIS ST, LINCOLN, NE  68505",2016038646,135000,2016-08-25T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84407&PropertyOwnerID=581602&NodeID=11,5011
17-15-355-006-000,"1701 N 73RD ST, LINCOLN, NE  68505",2016044641,151900,2016-10-18T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=84411&PropertyOwnerID=583639&NodeID=11,5012
