6128
23-14-401-001-000,"1633 N 173RD ST, EAGLE, NE  68527",2014030551,68000,2014-07-31T05:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=143604&PropertyOwnerID=547755&NodeID=11,6001
23-14-401-002-000,"1677 N 173RD ST, EAGLE, NE  68527",2014024678,68000,2014-06-17T05:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=143605&PropertyOwnerID=545965&NodeID=11,6002
23-14-401-003-000,"1741 N 173RD ST, EAGLE, NE  68527",2015000342,69500,2014-12-18T06:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=143606&PropertyOwnerID=553758&NodeID=11,6003
23-14-401-004-000,"1855 N 173RD ST, EAGLE, NE  68527",2015000993,69000,2014-12-29T06:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=143607&PropertyOwnerID=592175&NodeID=11,6004
23-14-401-005-000,"",2014019739,72000,2014-05-21T05:00:00.000Z,Ag Unimproved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=143608&PropertyOwnerID=544599&NodeID=11,6005
23-14-401-006-000,"",2014006386,70000,2014-02-13T06:00:00.000Z,Ag Unimproved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=143609&PropertyOwnerID=539225&NodeID=11,6006
23-14-402-002-000,"1660 N 170TH CIR, EAGLE, NE  68527",2014003635,68000,2014-01-13T06:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=143614&PropertyOwnerID=588058&NodeID=11,6007
23-17-406-001-000,"1911 N 129TH ST, LINCOLN, NE  68527",2014050205,104900,2014-12-19T06:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=147579&PropertyOwnerID=553696&NodeID=11,6008
23-21-200-001-000,"",2014040399,1257137,2014-10-16T05:00:00.000Z,Ag Unimproved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=113388&PropertyOwnerID=554772&NodeID=11,6009
23-21-200-001-000,"",2014040399,1257137,2014-10-16T05:00:00.000Z,Ag Unimproved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=113388&PropertyOwnerID=554776&NodeID=11,6010
23-22-300-001-000,"600 N 148TH ST, LINCOLN, NE  68527",2014039868,1036524,2014-10-16T05:00:00.000Z,Ag Unimproved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=113433&PropertyOwnerID=592455&NodeID=11,6011
23-24-109-002-000,"1300 N 182ND CT, EAGLE, NE  68527",2014040395,65000,2014-09-30T05:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=150481&PropertyOwnerID=550880&NodeID=11,6012
23-25-200-004-000,"",2014002477,710000,2014-01-20T06:00:00.000Z,Ag Unimproved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=151760&PropertyOwnerID=538370&NodeID=11,6013
23-25-200-004-000,"",2014002477,710000,2014-01-20T06:00:00.000Z,Ag Unimproved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=151760&PropertyOwnerID=538371&NodeID=11,6014
23-28-100-021-000,"14201 O ST, LINCOLN, NE  68520",2014043193,495000,2014-11-04T06:00:00.000Z,Ag Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=152364&PropertyOwnerID=551658&NodeID=11,6015
23-28-102-001-000,"13501 SILVERFOX LN, LINCOLN, NE  68520",2014015330,100000,2014-04-24T05:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=141883&PropertyOwnerID=572666&NodeID=11,6016
23-28-102-003-000,"13701 SILVERFOX LN, LINCOLN, NE  68520",2014004010,87500,2014-01-30T06:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=141886&PropertyOwnerID=537344&NodeID=11,6017
23-28-200-021-000,"",2014043193,495000,2014-11-04T06:00:00.000Z,Ag Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=152366&PropertyOwnerID=552507&NodeID=11,6018
23-29-201-013-000,"318 PEBBLE BEACH, LINCOLN, NE  68520",2014034065,259500,2014-08-28T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=113555&PropertyOwnerID=548989&NodeID=11,6019
