6564
09-01-118-002-000,"1861 DAKOTA ST, LINCOLN, NE  68502",2015054143,179900,2015-12-15T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19076&PropertyOwnerID=569447&NodeID=11,1
01-09-109-001-000,"11300 W KRAMER ST, KRAMER, NE  68333",2015004706,67000,2015-02-03T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=13916&PropertyOwnerID=554980&NodeID=11,2
09-01-118-009-000,"1809 DAKOTA ST, LINCOLN, NE  68502",2015018660,155000,2015-05-08T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19083&PropertyOwnerID=559007&NodeID=11,3
09-01-118-010-000,"1801 DAKOTA ST, LINCOLN, NE  68502",2015040104,145000,2015-09-08T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19084&PropertyOwnerID=565472&NodeID=11,4
02-01-400-002-000,"5980 W BENNET RD, MARTELL, NE  68404",2015045523,239000,2015-10-23T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=14204&PropertyOwnerID=567052&NodeID=11,5
02-01-400-014-000,"12833 SW 58TH ST, MARTELL, NE  68404",2015049371,39500,2015-11-20T06:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=14212&PropertyOwnerID=568083&NodeID=11,6
09-01-119-009-000,"1910 HIGH ST, LINCOLN, NE  68502",2015022814,189500,2015-06-02T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19098&PropertyOwnerID=560256&NodeID=11,7
09-01-124-002-000,"1935 HIGH ST, LINCOLN, NE  68502",2015032240,205900,2015-07-22T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19170&PropertyOwnerID=563086&NodeID=11,8
02-02-201-001-000,"",2015042021,31000,2015-09-29T05:00:00.000Z,Residential Unimproved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=154813&PropertyOwnerID=566100&NodeID=11,9
02-05-100-001-000,"12000 SW 128TH ST, DENTON, NE  68333",2015043469,101000,2015-09-30T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=14248&PropertyOwnerID=566471&NodeID=11,10
09-01-124-017-000,"1840 KINGS HWY, LINCOLN, NE  68502",2015035351,242500,2015-08-14T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19183&PropertyOwnerID=564291&NodeID=11,11
09-01-124-023-000,"1946 KINGS HWY, LINCOLN, NE  68502",2015029563,247500,2015-07-13T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19189&PropertyOwnerID=562187&NodeID=11,12
02-11-400-002-000,"8200 W WITTSTRUCK RD, MARTELL, NE  68404",2015024090,300000,2015-06-03T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=14288&PropertyOwnerID=560525&NodeID=11,13
02-17-200-005-000,"11501 W WITTSTRUCK RD, DENTON, NE  68333",2015047633,165000,2015-10-26T05:00:00.000Z,Ag Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=14344&PropertyOwnerID=567631&NodeID=11,14
09-01-124-024-000,"3227 E PERSHING RD, LINCOLN, NE  68502",2015039543,340000,2015-09-09T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19190&PropertyOwnerID=565330&NodeID=11,15
09-01-125-014-000,"1410 ARAPAHOE ST, LINCOLN, NE  68502",2015049270,131000,2015-11-14T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19206&PropertyOwnerID=568057&NodeID=11,16
02-17-200-010-000,"15001 SW 114TH ST, CRETE, NE  68333",2015050923,336750,2015-10-30T05:00:00.000Z,Ag Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=14348&PropertyOwnerID=568591&NodeID=11,17
02-17-302-002-000,"15751 BOBWHITE TRL, CRETE, NE  68333",2015002120,300000,2015-01-15T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=14363&PropertyOwnerID=554221&NodeID=11,18
09-01-126-002-000,"3301 S 17TH ST, LINCOLN, NE  68502",2015012233,131500,2015-03-30T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19216&PropertyOwnerID=557151&NodeID=11,19
02-17-400-019-000,"15881 SW 114TH ST, CRETE, NE  68333",2015022878,85000,2015-06-03T05:00:00.000Z,Ag Unimproved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=14385&PropertyOwnerID=560265&NodeID=11,20
09-01-126-020-000,"1660 ARAPAHOE ST, LINCOLN, NE  68502",2015042617,132000,2015-09-28T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19234&PropertyOwnerID=566221&NodeID=11,21
02-25-302-001-000,"18330 SW 66TH ST, CRETE, NE  68404",2015005606,49400,2015-02-06T06:00:00.000Z,Residential Improved,V,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=145180&PropertyOwnerID=555210&NodeID=11,22
09-01-126-025-000,"3335 S 17TH ST, LINCOLN, NE  68502",2015043195,227000,2015-09-17T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19237&PropertyOwnerID=566390&NodeID=11,23
02-25-302-002-000,"6550 W LEEALAN LN, CRETE, NE  68404",2016000526,329080,2015-12-29T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=145181&PropertyOwnerID=569916&NodeID=11,24
09-01-129-003-000,"1525 ARAPAHOE ST, LINCOLN, NE  68502",2015031390,116000,2015-07-23T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=19289&PropertyOwnerID=562766&NodeID=11,25
