12980
09-24-337-005-000,"8250 OLIVIA DR, LINCOLN, NE  68512",2018025454,280500,2018-06-20T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=133130&PropertyOwnerID=612085&NodeID=11,1001
09-24-340-001-000,"1801 MIRANDA CT, LINCOLN, NE  68512",2017030515,188500,2017-07-19T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=137839&PropertyOwnerID=596922&NodeID=11,1002
09-24-348-003-001,"8321 CODY DR, UNIT #A, LINCOLN, NE",2017035364,330000,2017-08-16T05:00:00.000Z,Commercial Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=158900&PropertyOwnerID=598493&NodeID=11,1003
09-24-348-003-002,"8321 CODY DR, UNIT #B, LINCOLN, NE",2017035364,330000,2017-08-16T05:00:00.000Z,Commercial Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=158901&PropertyOwnerID=598492&NodeID=11,1004
09-24-348-003-003,"8321 CODY DR, UNIT #C, LINCOLN, NE",2017018350,610000,2017-05-05T05:00:00.000Z,Commercial Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=158902&PropertyOwnerID=592700&NodeID=11,1005
09-24-348-003-004,"8321 CODY DR, UNIT #D, LINCOLN, NE",2017018350,610000,2017-05-05T05:00:00.000Z,Commercial Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=158903&PropertyOwnerID=592697&NodeID=11,1006
09-24-348-003-005,"8321 CODY DR, LINCOLN, NE  68512",2017018350,610000,2017-05-05T05:00:00.000Z,Commercial Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=158904&PropertyOwnerID=592698&NodeID=11,1007
09-24-348-003-006,"8321 CODY DR, UNIT #F, LINCOLN, NE",2017018350,610000,2017-05-05T05:00:00.000Z,Commercial Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=158905&PropertyOwnerID=592699&NodeID=11,1008
09-24-403-005-000,"2245 JENNA LN, LINCOLN, NE  68512",2017041383,318000,2017-09-26T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25324&PropertyOwnerID=600243&NodeID=11,1009
09-24-404-003-000,"8230 KATRINA LN, LINCOLN, NE  68512",2018038645,316000,2018-09-25T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25347&PropertyOwnerID=616647&NodeID=11,1010
09-24-404-003-000,"8230 KATRINA LN, LINCOLN, NE  68512",2018038645,316000,2018-09-25T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25347&PropertyOwnerID=616648&NodeID=11,1011
09-24-404-006-000,"8300 KATRINA LN, LINCOLN, NE  68512",2017008269,312000,2017-02-13T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25350&PropertyOwnerID=597030&NodeID=11,1012
09-24-404-006-000,"8300 KATRINA LN, LINCOLN, NE  68512",2017008269,312000,2017-02-13T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25350&PropertyOwnerID=593893&NodeID=11,1013
09-24-405-003-000,"2400 JAMIE LN, LINCOLN, NE  68512",2017048056,365000,2017-11-14T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25360&PropertyOwnerID=602110&NodeID=11,1014
09-24-411-003-000,"2444 GRAINGER PKWY, LINCOLN, NE  68512",2017025831,320000,2017-06-15T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25386&PropertyOwnerID=595280&NodeID=11,1015
09-24-413-002-000,"2227 GRAINGER PKWY, LINCOLN, NE  68512",2018016298,379900,2018-05-01T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25397&PropertyOwnerID=609065&NodeID=11,1016
09-24-413-018-000,"2434 SCOTCH PINE TRL, LINCOLN, NE  68512",2017018196,333000,2017-04-06T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25413&PropertyOwnerID=592610&NodeID=11,1017
09-24-413-019-000,"2424 SCOTCH PINE TRL, LINCOLN, NE  68512",2017025238,325000,2017-06-14T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25414&PropertyOwnerID=595104&NodeID=11,1018
09-24-413-026-000,"2310 SCOTCH PINE TRL, LINCOLN, NE  68512",2018020717,345000,2018-05-29T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25421&PropertyOwnerID=610766&NodeID=11,1019
09-24-413-032-000,"2230 SCOTCH PINE TRL, LINCOLN, NE  68512",2018009085,340000,2018-03-12T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25427&PropertyOwnerID=606649&NodeID=11,1020
09-24-414-010-000,"2333 SCOTCH PINE TRL, LINCOLN, NE  68512",2018031753,401500,2018-08-10T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25438&PropertyOwnerID=614186&NodeID=11,1021
09-24-414-010-000,"2333 SCOTCH PINE TRL, LINCOLN, NE  68512",2018031753,401500,2018-08-10T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25438&PropertyOwnerID=614187&NodeID=11,1022
09-24-414-016-000,"2320 JAMIE LN, LINCOLN, NE  68512",2018034463,365000,2018-08-28T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25444&PropertyOwnerID=615186&NodeID=11,1023
09-24-415-008-000,"2315 JAMIE LN, LINCOLN, NE  68512",2018029780,440000,2018-07-30T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25457&PropertyOwnerID=613557&NodeID=11,1024
09-24-418-003-000,"7825 TROPP RIDGE DR, LINCOLN, NE  68512",2017008068,310000,2017-02-21T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25469&PropertyOwnerID=589230&NodeID=11,1025
09-24-422-002-000,"7811 S 23RD ST, LINCOLN, NE  68512",2018032527,340000,2018-08-10T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25490&PropertyOwnerID=614541&NodeID=11,1026
09-24-422-005-000,"7747 S 23RD ST, LINCOLN, NE  68512",2018020420,327250,2018-05-30T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25493&PropertyOwnerID=610638&NodeID=11,1027
09-24-422-020-000,"2262 BRENNEN VIEW CT, LINCOLN, NE  68512",2018022058,350000,2018-06-06T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25508&PropertyOwnerID=611150&NodeID=11,1028
09-24-425-017-000,"7815 KATRINA LN, LINCOLN, NE  68512",2017047250,307000,2017-11-06T06:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25550&PropertyOwnerID=601849&NodeID=11,1029
09-24-425-020-000,"7721 KATRINA LN, LINCOLN, NE  68512",2018034866,274900,2018-08-29T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=25553&PropertyOwnerID=615336&NodeID=11,1030
09-21-201-016-000,"1230 W CADEMON CT, LINCOLN, NE  68523",2017027816,505000,2017-06-26T05:00:00.000Z,Residential Improved,I,http://orion.lancaster.ne.gov/Appraisal/PublicAccess/PropertyDataSheet.aspx?PropertyID=136700&PropertyOwnerID=596027&NodeID=11,1031
